SEQ,ID,UPDATE,STATUS,MOTIVE,INTEREST_RATE,AMOUNT,CAT,TXN,CP,DELIVERY_SCORE
1202,419,2019-11-22 15:33:08.393702400,APPROVED,PLASTIC,45,7100,49,,,
1203,419,2019-11-22 22:27:04.516934400,DELIVERED,,,,,,11560,3
1204,419,2019-11-23 03:31:10.528896000,,,,,,2553.10085478419,,
1205,420,2019-11-11 00:00:00.000000000,,,,,,,,
1206,421,2019-11-14 22:26:15.734284800,RESPONSE,,,,,,,
1207,421,2019-11-15 12:28:51.442176000,RISK,,,,,,,
1208,421,2019-11-19 13:46:10.103520000,APPROVED,PLASTIC,48,45300,39,,,
1209,421,2019-11-20 09:54:33.115824000,DELIVERED,,,,,,11560,3
1210,421,2020-03-16 09:02:05.460316800,,,,,,323.379990483923,,
1211,422,2019-11-11 00:00:00.000000000,,,,,,,,
1212,426,2019-11-11 09:00:21.806841600,RESPONSE,,,,,,,
1213,426,2019-11-12 06:04:43.695177600,RISK,,,,,,,
1214,426,2019-11-13 02:08:17.186265600,APPROVED,PLASTIC,37,31000,38,,,
1215,426,2019-11-14 01:11:21.716332800,DELIVERED,,,,,,44100,2
1216,427,2019-12-02 21:24:32.174524800,RESPONSE,,,,,,,
1217,427,2019-12-03 03:47:00.946694400,RISK,,,,,,,
1218,427,2019-12-04 04:41:07.807977600,REJECTED,MOP,,,,,,
1219,428,2019-11-11 00:00:00.000000000,,,,,,,,
1220,429,2019-11-11 05:50:15.581587200,RESPONSE,,,,,,,
1221,429,2019-11-12 14:56:16.843833600,RISK,,,,,,,
1222,429,2019-11-13 08:15:17.270323200,APPROVED,PLASTIC,35,1600,44,,,
1223,429,2019-11-14 03:12:27.226512000,DELIVERED,,,,,,11560,2
1224,429,2019-11-16 01:08:23.361331200,,,,,,3.44232380270685,,
1225,429,2019-11-16 15:29:58.575321599,,,,,,292.407873110624,,
1226,429,2019-12-11 17:45:34.669094398,,,,,,84.7551376046794,,
1227,432,2019-11-15 21:39:29.346336000,RESPONSE,,,,,,,
1228,432,2019-11-17 23:27:39.851452800,RISK,,,,,,,
1229,432,2019-11-18 14:19:44.117932800,REJECTED,MOP,,,,,,
1230,434,2019-11-29 01:35:19.821868800,RESPONSE,,,,,,,
1231,434,2019-12-01 20:23:35.401315200,RISK,,,,,,,
1232,434,2019-12-07 17:47:52.513123200,REJECTED,EMPTY,,,,,,
1233,436,2019-11-11 00:00:00.000000000,,,,,,,,
1234,437,2019-11-11 10:10:21.156931200,RESPONSE,,,,,,,
1235,437,2019-11-17 18:16:04.253721600,RISK,,,,,,,
1236,437,2019-11-20 07:05:30.300489600,APPROVED,DIGITAL,45,0,48,,,
1237,438,2019-11-11 08:18:07.633929599,RESPONSE,,,,,,,
1238,438,2019-11-14 16:46:43.483468799,RISK,,,,,,,
1239,438,2019-11-16 20:46:33.288643199,APPROVED,PLASTIC,47,500,46,,,
1240,438,2019-11-19 07:41:27.816662399,DELIVERED,,,,,,44620,1
1241,438,2019-11-19 23:06:00.554947198,,,,,,17.9146960637605,,
1242,439,2019-11-11 00:00:00.000000000,,,,,,,,
1243,440,2019-11-11 00:00:00.000000000,,,,,,,,
1244,442,2019-11-11 18:37:47.244172800,RESPONSE,,,,,,,
1245,442,2019-11-13 09:58:59.238019200,RISK,,,,,,,
1246,442,2019-11-15 02:54:30.918038400,APPROVED,PLASTIC,44,34200,47,,,
1247,442,2019-11-16 01:10:36.579244800,DELIVERED,,,,,,44620,2
1248,443,2019-11-11 00:00:00.000000000,,,,,,,,
1249,444,2019-11-11 16:27:33.040339199,RESPONSE,,,,,,,
1250,444,2019-11-13 00:24:36.498239999,RISK,,,,,,,
1251,444,2019-11-13 10:41:39.310281599,REJECTED,MOP,,,,,,
1252,446,2019-11-11 06:02:08.591625600,RESPONSE,,,,,,,
1253,446,2019-11-13 17:36:36.976492800,RISK,,,,,,,
1254,446,2019-11-22 23:24:58.560969600,APPROVED,DIGITAL,37,28100,42,,,
1255,446,2019-11-23 10:21:18.485971200,,,,,,1769.03657271738,,
1256,446,2019-11-26 18:13:02.490585600,,,,,,31.3150778960744,,
1257,449,2019-11-13 23:22:44.194022400,RESPONSE,,,,,,,
1258,449,2019-11-16 03:51:26.135424000,RISK,,,,,,,
1259,449,2019-11-17 05:10:42.376972800,APPROVED,DIGITAL,33,24500,42,,,
1260,449,2019-12-01 22:58:09.505862400,,,,,,30.028877265775,,
1261,450,2019-11-11 00:00:00.000000000,,,,,,,,
1262,451,2019-11-13 17:55:04.261440000,RESPONSE,,,,,,,
1263,451,2019-11-17 15:31:56.862796800,RISK,,,,,,,
1264,451,2019-11-21 18:59:52.333843200,APPROVED,PLASTIC,31,16600,44,,,
1265,451,2019-11-30 00:55:24.784147200,DELIVERED,,,,,,53100,5
1266,451,2020-02-21 01:06:57.650025600,,,,,,10.0148835092714,,
1267,451,2020-03-10 06:12:22.389062400,,,,,,4454.7414999795,,
1268,451,2020-03-27 17:36:31.676457600,,,,,,3.92582078789621,,
1269,451,2020-03-27 22:06:26.227728000,,,,,,16.8577193748076,,
1270,452,2019-11-11 00:00:00.000000000,,,,,,,,
1271,453,2019-11-28 06:15:46.922832000,RESPONSE,,,,,,,
1272,453,2019-11-30 02:32:11.885049600,RISK,,,,,,,
1273,453,2019-12-04 11:10:42.168748800,APPROVED,PLASTIC,31,7900,49,,,
1274,453,2019-12-06 23:52:53.753116800,DELIVERED,,,,,,64000,3
1275,453,2019-12-14 23:59:06.611193600,,,,,,27.8430879498151,,
1276,453,2019-12-16 01:26:03.145113600,,,,,,302.028054506278,,
1277,453,2019-12-27 17:19:42.506918400,,,,,,34.5333743702109,,
1278,453,2019-12-28 16:05:17.597356800,,,,,,314.641808021565,,
1279,454,2019-11-15 20:05:40.614691200,RESPONSE,,,,,,,
1280,454,2019-11-16 22:19:06.658752000,RISK,,,,,,,
1281,454,2019-11-18 07:12:09.471427200,APPROVED,DIGITAL,31,31400,39,,,
1282,455,2019-11-11 00:00:00.000000000,,,,,,,,
1283,456,2019-11-11 04:55:26.736038400,RESPONSE,,,,,,,
1284,456,2019-11-11 06:37:59.755238400,RISK,,,,,,,
1285,456,2019-11-14 21:15:42.637219200,APPROVED,DIGITAL,47,11100,32,,,
1286,456,2019-11-15 00:39:28.665849600,,,,,,821.824519089141,,
1287,457,2019-11-12 01:48:58.573843200,RESPONSE,,,,,,,
1288,457,2019-11-14 06:04:11.881228800,RISK,,,,,,,
1289,457,2019-11-17 19:58:36.960326400,APPROVED,PLASTIC,47,34500,41,,,
1290,457,2019-11-18 10:09:31.898649600,DELIVERED,,,,,,11560,2
1291,457,2019-11-18 10:22:45.747811200,,,,,,1677.87124187837,,
1292,457,2019-11-21 23:18:42.833980800,,,,,,68.1266145211277,,
1293,457,2019-11-26 10:26:42.072028800,,,,,,8914.77771860144,,
1294,457,2019-11-29 03:06:39.803904000,,,,,,90.2317506105179,,
1295,457,2019-11-29 23:25:52.374172800,,,,,,34.5948339298624,,
1296,458,2019-11-11 19:20:12.279897600,RESPONSE,,,,,,,
1297,458,2019-11-12 08:05:46.292380800,RISK,,,,,,,
1298,458,2019-11-14 03:14:02.867769599,REJECTED,USAGE,,,,,,
1299,459,2019-11-11 08:26:08.610979200,RESPONSE,,,,,,,
1300,459,2019-11-13 17:49:54.531177600,RISK,,,,,,,
1301,459,2019-11-14 11:29:25.015200000,APPROVED,DIGITAL,44,2900,45,,,
1302,459,2019-12-09 09:02:51.377856000,,,,,,1413.19301117113,,
1303,460,2019-11-11 01:31:20.986348799,RESPONSE,,,,,,,
1304,460,2019-11-12 00:27:55.569110399,RISK,,,,,,,
1305,460,2019-11-14 12:08:24.490031999,APPROVED,PLASTIC,48,13400,41,,,
1306,460,2019-11-25 17:45:45.730281599,DELIVERED,,,,,,44100,2
1307,461,2019-11-11 00:00:00.000000000,,,,,,,,
1308,462,2019-11-17 23:39:32.409792000,RESPONSE,,,,,,,
1309,462,2019-11-19 16:01:33.328099200,RISK,,,,,,,
1310,462,2019-11-20 01:41:49.859462400,REJECTED,MOP,,,,,,
1311,464,2019-11-12 02:20:22.805347200,RESPONSE,,,,,,,
1312,464,2019-11-13 00:37:59.374560000,RISK,,,,,,,
1313,464,2019-11-16 19:43:59.429308800,APPROVED,PLASTIC,41,5100,35,,,
1314,464,2019-11-17 08:10:24.643113600,DELIVERED,,,,,,64000,0
1315,464,2019-11-25 23:16:31.096185600,,,,,,725.003016925747,,
1316,464,2019-11-26 17:59:56.128070400,,,,,,235.301651581325,,
1317,464,2019-12-07 03:20:36.388320000,,,,,,25.8739975540044,,
1318,465,2019-11-14 17:13:55.329859200,RESPONSE,,,,,,,
1319,465,2019-11-16 10:53:01.467744000,RISK,,,,,,,
1320,465,2019-11-16 23:09:06.473750400,APPROVED,PLASTIC,45,2200,36,,,
1321,465,2019-11-18 17:21:28.143705600,DELIVERED,,,,,,53100,3
1322,467,2019-11-11 00:00:00.000000000,,,,,,,,
1323,468,2019-11-11 00:00:00.000000000,,,,,,,,
1324,472,2019-11-11 03:07:24.531887999,RESPONSE,,,,,,,
1325,472,2019-11-15 08:25:13.669823999,RISK,,,,,,,
1326,472,2019-11-18 23:24:04.362508799,REJECTED,EMPTY,,,,,,
1327,476,2019-11-23 10:39:11.966832000,RESPONSE,,,,,,,
1328,476,2019-12-03 15:19:42.516019199,RISK,,,,,,,
1329,476,2019-12-03 22:57:02.265926398,APPROVED,DIGITAL,32,5400,47,,,
1330,476,2019-12-07 03:37:18.968217598,,,,,,7591.94756816533,,
1331,476,2019-12-07 12:19:26.249404798,,,,,,682.250193957439,,
1332,477,2019-11-13 05:28:36.420643200,RESPONSE,,,,,,,
1333,477,2019-11-13 21:14:23.686972800,RISK,,,,,,,
1334,477,2019-11-14 13:34:58.211414400,APPROVED,DIGITAL,40,30400,31,,,
1335,477,2019-11-18 04:06:26.234380800,,,,,,1016.23068378263,,
1336,477,2019-11-28 18:22:37.386076800,,,,,,317.115429284444,,
1337,477,2020-01-20 01:51:20.327644800,,,,,,100.82472260026,,
1338,477,2020-02-08 17:46:19.094505600,,,,,,5971.11640640997,,
1339,478,2019-11-11 00:00:00.000000000,,,,,,,,
1340,484,2019-11-11 11:30:14.702803200,RESPONSE,,,,,,,
1341,484,2019-11-15 18:19:42.424694400,RISK,,,,,,,
1342,484,2019-11-17 09:52:02.946662400,APPROVED,PLASTIC,38,20400,36,,,
1343,484,2019-11-25 23:40:21.437472000,DELIVERED,,,,,,44620,0
1344,484,2019-11-26 13:31:29.124883200,,,,,,10.9291758461851,,
1345,484,2019-11-27 13:41:49.378387200,,,,,,1029.90121119431,,
1346,484,2019-11-27 22:04:04.793606400,,,,,,185.438478510749,,
1347,484,2019-12-08 10:53:51.693619199,,,,,,312.083872110082,,
1348,484,2020-04-21 01:06:38.813183999,,,,,,928.858330942453,,
1349,485,2019-11-11 00:00:00.000000000,,,,,,,,
1350,489,2019-11-15 22:33:21.865219200,RESPONSE,,,,,,,
1351,489,2019-11-18 14:09:25.564694400,RISK,,,,,,,
1352,489,2019-11-18 22:29:12.186412800,REJECTED,MOP,,,,,,
1353,490,2019-11-11 00:00:00.000000000,,,,,,,,
1354,491,2019-11-11 07:40:16.111920000,RESPONSE,,,,,,,
1355,491,2019-11-12 19:02:03.504940800,RISK,,,,,,,
1356,491,2019-11-17 04:09:31.175913600,REJECTED,MOP,,,,,,
1357,494,2019-11-11 00:00:00.000000000,,,,,,,,
1358,497,2019-11-12 08:40:15.547152000,RESPONSE,,,,,,,
1359,497,2019-11-13 23:47:49.375334400,RISK,,,,,,,
1360,497,2019-11-15 18:22:10.859116799,APPROVED,PLASTIC,49,11300,37,,,
1361,497,2019-11-17 06:49:07.013193599,DELIVERED,,,,,,53100,2
1362,497,2019-11-17 19:40:54.366556799,,,,,,2159.57538960923,,
1363,497,2019-11-21 00:52:37.880601599,,,,,,627.692745377061,,
1364,498,2019-11-11 00:00:00.000000000,,,,,,,,
1365,499,2020-03-12 11:26:35.430662400,RESPONSE,,,,,,,
1366,499,2020-03-13 08:37:43.309056000,RISK,,,,,,,
1367,499,2020-03-14 08:22:38.223868800,APPROVED,PLASTIC,31,22800,45,,,
1368,499,2020-03-14 13:15:56.261491200,DELIVERED,,,,,,44620,1
1369,499,2020-03-17 19:20:53.761488000,,,,,,99.3221821338045,,
1370,499,2020-03-20 10:54:19.658707200,,,,,,229.520794485192,,
1371,499,2020-03-25 11:28:09.838992000,,,,,,627.723713967505,,
1372,499,2020-03-25 12:35:59.254195200,,,,,,1480.98656798655,,
1373,500,2019-12-03 17:38:12.121641600,RESPONSE,,,,,,,
1374,500,2019-12-06 14:42:31.908643200,RISK,,,,,,,
1375,500,2019-12-07 11:07:35.187052800,APPROVED,DIGITAL,49,20800,44,,,
1376,500,2019-12-07 15:03:56.078755200,,,,,,3838.06064040298,,
1377,502,2020-01-23 07:45:03.036038400,RESPONSE,,,,,,,
1378,502,2020-01-29 11:25:25.108579200,RISK,,,,,,,
1379,502,2020-01-30 05:07:20.081568000,APPROVED,PLASTIC,46,10100,33,,,
1380,502,2020-01-31 06:57:25.488230400,DELIVERED,,,,,,53100,2
1381,502,2020-02-02 15:02:19.113849600,,,,,,75.3905189664188,,
1382,503,2019-11-12 10:17:13.117488000,RESPONSE,,,,,,,
1383,503,2019-11-14 23:58:08.573808000,RISK,,,,,,,
1384,503,2019-11-16 03:24:18.818899200,REJECTED,MOP,,,,,,
1385,504,2019-11-12 00:47:21.727017600,RESPONSE,,,,,,,
1386,504,2019-11-16 18:52:11.395977600,RISK,,,,,,,
1387,504,2019-11-18 07:11:41.661772800,APPROVED,DIGITAL,49,10200,47,,,
1388,504,2019-12-21 06:19:40.424448000,,,,,,15.6632571694085,,
1389,504,2019-12-21 16:10:22.829980800,,,,,,1003.78139026819,,
1390,504,2019-12-22 03:52:07.978080000,,,,,,340.384623953282,,
1391,504,2019-12-22 07:31:20.574220800,,,,,,19.122863922978,,
1392,506,2019-11-11 00:00:00.000000000,,,,,,,,
1393,507,2019-11-11 14:18:46.785312000,RESPONSE,,,,,,,
1394,507,2019-11-15 10:50:43.457827200,RISK,,,,,,,
1395,507,2019-11-16 21:06:21.792182400,APPROVED,PLASTIC,42,16400,31,,,
1396,507,2019-11-27 10:08:41.533411200,DELIVERED,,,,,,53100,1
1397,507,2019-11-27 13:01:30.790531200,,,,,,673.720909330038,,
1398,507,2019-11-29 07:05:45.584217599,,,,,,110.555147148917,,
1399,507,2019-12-18 14:11:53.280182399,,,,,,8.35035484231697,,
1400,507,2020-02-07 12:51:03.804566399,,,,,,176.958059613205,,
1401,508,2019-11-11 19:23:26.125296000,RESPONSE,,,,,,,
1402,508,2019-11-12 11:54:05.589187200,RISK,,,,,,,
1403,508,2019-11-13 07:42:16.096464000,REJECTED,USAGE,,,,,,
1404,510,2019-11-11 00:00:00.000000000,,,,,,,,
1405,513,2019-11-12 17:53:06.380563200,RESPONSE,,,,,,,
1406,513,2019-11-14 09:07:13.800921600,RISK,,,,,,,
1407,513,2019-11-17 06:33:13.168339200,APPROVED,PLASTIC,41,1700,48,,,
1408,513,2019-11-18 23:40:28.581456000,DELIVERED,,,,,,53100,2
1409,513,2019-11-19 09:32:35.004595200,,,,,,619.690524883457,,
1410,515,2019-11-13 06:37:15.093091200,RESPONSE,,,,,,,
1411,515,2019-11-13 19:58:48.636681599,RISK,,,,,,,
1412,515,2019-11-14 09:07:32.371132799,APPROVED,PLASTIC,42,25800,32,,,
1413,515,2019-11-14 23:47:02.569948799,DELIVERED,,,,,,11560,2
1414,515,2019-11-18 19:48:29.127945599,,,,,,33.3407041317319,,
1415,515,2019-11-18 22:22:24.388694399,,,,,,1822.17772342603,,
1416,515,2019-11-19 05:45:01.008259199,,,,,,31.2252903470584,,
1417,515,2019-11-19 17:35:09.118579199,,,,,,24.5790735845012,,
1418,516,2019-11-11 00:00:00.000000000,,,,,,,,
1419,517,2019-11-11 00:00:00.000000000,,,,,,,,
1420,520,2019-11-18 15:28:46.972531199,RESPONSE,,,,,,,
1421,520,2019-11-24 10:20:11.671727999,RISK,,,,,,,
1422,520,2019-11-27 05:18:54.675619199,REJECTED,INCOME,,,,,,
1423,521,2019-11-11 00:00:00.000000000,,,,,,,,
1424,523,2019-11-11 00:00:00.000000000,,,,,,,,
1425,524,2019-11-11 00:00:00.000000000,,,,,,,,
1426,528,2019-11-11 00:00:00.000000000,,,,,,,,
1427,533,2019-12-29 19:10:48.503136000,RESPONSE,,,,,,,
1428,533,2019-12-30 01:49:57.734256000,RISK,,,,,,,
1429,533,2020-01-02 12:53:36.976300800,APPROVED,DIGITAL,32,6300,32,,,
1430,533,2020-01-06 05:09:02.525961600,,,,,,113.073341906788,,
1431,533,2020-01-07 10:56:34.860192000,,,,,,351.48447538964,,
1432,533,2020-01-09 18:20:13.649308799,,,,,,240.398871871403,,
1433,533,2020-01-09 23:55:40.771660799,,,,,,1339.20085991292,,
1434,533,2020-01-13 23:08:34.174665599,,,,,,584.39131334704,,
1435,534,2019-11-11 12:54:22.224499200,RESPONSE,,,,,,,
1436,534,2019-11-11 15:36:34.975843200,RISK,,,,,,,
1437,534,2019-11-17 02:22:33.034080000,APPROVED,PLASTIC,43,4400,46,,,
1438,534,2019-11-21 13:31:59.773728000,DELIVERED,,,,,,53100,2
1439,534,2019-11-22 23:00:57.652272000,,,,,,1896.65736232359,,
1440,534,2019-11-22 23:16:11.922470400,,,,,,18452.2335619578,,
1441,535,2019-11-12 06:48:25.137446400,RESPONSE,,,,,,,
1442,535,2019-11-14 19:56:05.609040000,RISK,,,,,,,
1443,535,2019-11-18 13:11:12.721574400,REJECTED,USAGE,,,,,,
1444,537,2019-11-11 00:00:00.000000000,,,,,,,,
1445,538,2019-11-11 00:00:00.000000000,,,,,,,,
1446,540,2019-11-11 20:52:11.295120000,RESPONSE,,,,,,,
1447,540,2019-11-15 10:33:23.727052800,RISK,,,,,,,
1448,540,2019-11-16 11:27:48.159331200,REJECTED,INCOME,,,,,,
1449,543,2019-11-12 01:34:53.254473600,RESPONSE,,,,,,,
1450,543,2019-11-13 07:34:20.888256000,RISK,,,,,,,
1451,543,2019-11-15 02:41:41.243251200,REJECTED,MOP,,,,,,
1452,544,2019-11-12 21:22:53.964854400,RESPONSE,,,,,,,
1453,544,2019-11-13 19:30:26.137814400,RISK,,,,,,,
1454,544,2019-11-15 22:02:43.387785600,REJECTED,INCOME,,,,,,
1455,546,2019-11-11 02:40:22.763712000,RESPONSE,,,,,,,
1456,546,2019-11-11 14:58:24.348460800,RISK,,,,,,,
1457,546,2019-11-16 12:15:00.672134400,APPROVED,PLASTIC,41,8100,46,,,
1458,546,2019-11-21 02:17:48.834326400,DELIVERED,,,,,,44100,1
1459,546,2019-11-29 05:30:56.704348800,,,,,,69.5527574017822,,
1460,547,2019-11-11 19:38:53.284560000,RESPONSE,,,,,,,
1461,547,2019-11-12 11:28:15.303792000,RISK,,,,,,,
1462,547,2019-11-18 01:24:22.138156800,APPROVED,PLASTIC,42,19400,30,,,
1463,547,2019-11-19 15:26:43.787904000,DELIVERED,,,,,,11560,1
1464,547,2019-11-28 19:16:28.362979199,,,,,,302.826861686747,,
1465,548,2019-12-19 14:38:38.389660799,RESPONSE,,,,,,,
1466,548,2019-12-21 10:03:09.355564799,RISK,,,,,,,
1467,548,2019-12-23 13:02:48.872284799,APPROVED,PLASTIC,48,7200,38,,,
1468,548,2019-12-24 01:48:27.942364799,DELIVERED,,,,,,11560,3
1469,548,2020-01-08 15:22:29.254713599,,,,,,147.317012632465,,
1470,548,2020-02-20 05:28:03.684374398,,,,,,57.2038974165514,,
1471,551,2019-11-26 23:05:48.022800000,RESPONSE,,,,,,,
1472,551,2019-11-29 00:20:16.064361600,RISK,,,,,,,
1473,551,2019-11-30 23:45:16.176643200,APPROVED,DIGITAL,40,12700,35,,,
1474,553,2019-11-17 11:46:53.157878400,RESPONSE,,,,,,,
1475,553,2019-11-18 07:08:30.429628799,RISK,,,,,,,
1476,553,2019-11-18 10:19:24.345350399,REJECTED,MOP,,,,,,
1477,554,2019-12-05 10:13:41.862748800,RESPONSE,,,,,,,
1478,554,2019-12-05 20:58:51.330057600,RISK,,,,,,,
1479,554,2019-12-06 18:41:47.838624000,APPROVED,PLASTIC,35,5700,41,,,
1480,554,2019-12-08 06:19:14.254665600,DELIVERED,,,,,,44100,3
1481,554,2019-12-13 14:24:31.886265600,,,,,,1107.44103202229,,
1482,555,2019-11-11 00:00:00.000000000,,,,,,,,
1483,557,2019-11-11 02:28:08.503420800,RESPONSE,,,,,,,
1484,557,2019-11-17 03:39:07.384233600,RISK,,,,,,,
1485,557,2019-11-19 05:26:10.933929600,REJECTED,USAGE,,,,,,
1486,558,2019-11-11 00:00:00.000000000,,,,,,,,
1487,559,2019-11-11 00:00:00.000000000,,,,,,,,
1488,560,2020-01-14 16:16:36.245078400,RESPONSE,,,,,,,
1489,560,2020-01-22 15:48:47.780380800,RISK,,,,,,,
1490,560,2020-01-22 21:41:42.799430400,APPROVED,PLASTIC,35,2800,40,,,
1491,560,2020-01-27 10:26:16.492531200,DELIVERED,,,,,,44100,3
1492,560,2020-01-27 15:21:26.435606400,,,,,,419.201960267642,,
1493,560,2020-02-07 21:40:42.515990400,,,,,,351.098134057228,,
1494,561,2019-11-17 00:37:05.065420800,RESPONSE,,,,,,,
1495,561,2019-11-17 10:51:22.572576000,RISK,,,,,,,
1496,561,2019-11-18 01:14:31.830720000,APPROVED,PLASTIC,30,60100,43,,,
1497,561,2019-11-23 00:12:54.624729600,DELIVERED,,,,,,64000,1
1498,562,2019-11-11 02:01:14.590128000,RESPONSE,,,,,,,
1499,562,2019-11-12 10:00:44.350444800,RISK,,,,,,,
1500,562,2019-11-13 06:59:39.113779200,APPROVED,DIGITAL,30,12300,49,,,
1501,562,2019-11-13 09:49:04.486857600,,,,,,31.3555317668734,,
1502,563,2019-11-12 21:34:47.481196800,RESPONSE,,,,,,,
1503,563,2019-11-13 07:20:49.243372800,RISK,,,,,,,
1504,563,2019-11-18 02:35:20.905958400,APPROVED,PLASTIC,41,2400,48,,,
1505,563,2019-11-19 22:14:16.072915200,DELIVERED,,,,,,44620,2
1506,563,2019-11-21 09:37:55.279286400,,,,,,73.317437816422,,
1507,564,2019-11-11 00:00:00.000000000,,,,,,,,
1508,565,2019-11-23 13:03:16.272057600,RESPONSE,,,,,,,
1509,565,2019-11-25 09:38:14.881632000,RISK,,,,,,,
1510,565,2019-11-30 19:08:55.815676800,APPROVED,DIGITAL,35,9600,41,,,
1511,566,2019-12-14 06:38:51.841823999,RESPONSE,,,,,,,
1512,566,2019-12-15 05:59:11.904575999,RISK,,,,,,,
1513,566,2019-12-24 19:37:26.577494399,REJECTED,MOP,,,,,,
1514,569,2021-04-30 18:33:30.797481599,RESPONSE,,,,,,,
1515,569,2021-05-02 01:41:45.225052799,RISK,,,,,,,
1516,569,2021-05-02 19:03:41.333673599,APPROVED,DIGITAL,45,4700,40,,,
1517,569,2021-05-05 09:14:05.033558399,,,,,,33.1266356728892,,
1518,569,2021-05-07 07:54:21.265574399,,,,,,7.65627829435978,,
1519,569,2021-05-09 13:45:14.882083199,,,,,,379.448620072053,,
1520,569,2021-05-22 10:03:32.500655999,,,,,,114.939871689247,,
1521,569,2021-05-24 03:47:18.895516799,,,,,,32794.7761013708,,
1522,570,2019-11-11 00:00:00.000000000,,,,,,,,
1523,571,2019-11-11 01:39:17.174073600,RESPONSE,,,,,,,
1524,571,2019-11-14 01:17:53.209248000,RISK,,,,,,,
1525,571,2019-11-15 15:13:43.968028800,REJECTED,EMPTY,,,,,,
1526,572,2019-11-11 21:03:10.081814400,RESPONSE,,,,,,,
1527,572,2019-11-13 16:28:48.256896000,RISK,,,,,,,
1528,572,2019-11-16 01:18:01.461571200,REJECTED,MOP,,,,,,
1529,574,2019-11-13 12:07:18.831993600,RESPONSE,,,,,,,
1530,574,2019-11-17 14:07:00.778252800,RISK,,,,,,,
1531,574,2019-11-18 18:33:44.847676800,REJECTED,MOP,,,,,,
1532,575,2019-11-11 00:00:00.000000000,,,,,,,,
1533,576,2019-11-19 18:27:54.193276800,RESPONSE,,,,,,,
1534,576,2019-11-21 22:20:34.221782400,RISK,,,,,,,
1535,576,2019-11-22 13:32:18.750192000,APPROVED,PLASTIC,38,7000,46,,,
1536,576,2019-12-04 00:01:24.092860800,DELIVERED,,,,,,53100,3
1537,576,2019-12-04 11:50:37.149187200,,,,,,183.702407255448,,
1538,576,2019-12-13 15:20:56.511311999,,,,,,64.2359642472111,,
1539,577,2019-11-11 00:00:00.000000000,,,,,,,,
1540,578,2019-11-11 00:00:00.000000000,,,,,,,,
1541,579,2019-11-11 14:40:33.021206400,RESPONSE,,,,,,,
1542,579,2019-11-12 08:59:08.087251200,RISK,,,,,,,
1543,579,2019-11-12 21:03:30.284467200,REJECTED,INCOME,,,,,,
1544,582,2019-11-11 10:25:20.974051200,RESPONSE,,,,,,,
1545,582,2019-11-24 06:12:12.097440000,RISK,,,,,,,
1546,582,2019-11-25 09:09:27.987292800,REJECTED,USAGE,,,,,,
1547,583,2019-11-11 10:10:04.825948800,RESPONSE,,,,,,,
1548,583,2019-11-12 13:04:12.981475200,RISK,,,,,,,
1549,583,2019-11-15 07:39:09.007286400,APPROVED,PLASTIC,48,30200,34,,,
1550,583,2019-11-16 05:25:39.632678400,DELIVERED,,,,,,53100,2
1551,583,2019-11-21 02:58:52.653532800,,,,,,398.842046395485,,
1552,583,2019-11-22 23:36:08.717817600,,,,,,25.1796794098894,,
1553,583,2019-11-25 19:36:29.663568000,,,,,,66.1193552479504,,
1554,584,2019-11-16 08:38:34.717228800,RESPONSE,,,,,,,
1555,584,2019-11-19 03:35:09.649104000,RISK,,,,,,,
1556,584,2019-11-20 20:09:34.199337600,REJECTED,EMPTY,,,,,,
1557,586,2019-11-11 00:00:00.000000000,,,,,,,,
1558,591,2019-11-30 12:19:07.504924800,RESPONSE,,,,,,,
1559,591,2019-12-10 21:27:39.395289600,RISK,,,,,,,
1560,591,2019-12-13 04:41:38.750582400,REJECTED,MOP,,,,,,
1561,592,2019-11-11 00:00:00.000000000,,,,,,,,
1562,593,2019-11-11 01:56:57.609916800,RESPONSE,,,,,,,
1563,593,2019-11-13 17:14:37.288118400,RISK,,,,,,,
1564,593,2019-11-15 12:01:47.961465600,APPROVED,PLASTIC,32,100,36,,,
1565,593,2019-11-16 07:54:12.874320000,DELIVERED,,,,,,44100,2
1566,593,2019-11-20 18:20:12.567235200,,,,,,110.146477770209,,
1567,594,2019-11-11 00:00:00.000000000,,,,,,,,
1568,595,2019-11-11 00:00:00.000000000,,,,,,,,
1569,596,2019-11-11 10:16:21.919094400,RESPONSE,,,,,,,
1570,596,2019-11-12 14:12:37.074441600,RISK,,,,,,,
1571,596,2019-11-13 03:02:48.065366400,APPROVED,DIGITAL,44,3000,47,,,
1572,596,2019-11-14 08:17:20.179593600,,,,,,184.914959416992,,
1573,596,2019-11-16 11:02:05.383824000,,,,,,64.6126115725075,,
1574,596,2019-11-24 06:21:58.496054399,,,,,,4.24083257445214,,
1575,596,2019-11-28 17:16:22.865375999,,,,,,558.327812143547,,
1576,597,2019-11-11 00:00:00.000000000,,,,,,,,
1577,601,2019-11-11 00:00:00.000000000,,,,,,,,
1578,602,2019-11-11 21:54:21.630240000,RESPONSE,,,,,,,
1579,602,2019-11-12 16:54:19.011139200,RISK,,,,,,,
1580,602,2019-11-19 07:19:26.306544000,APPROVED,PLASTIC,40,4200,31,,,
1581,602,2019-11-19 15:21:30.090931200,DELIVERED,,,,,,44100,1
1582,602,2019-11-19 23:01:07.036348799,,,,,,182.649432294106,,
1583,602,2019-11-30 03:43:06.099571198,,,,,,730.130308095318,,
